0	134	0.5280212246
1	574	0.4994553022
2	320	0.4805072596
3	102	0.4803240360
4	325	0.4455756897
5	168	0.4418542557
6	491	0.4381222562
7	196	0.4338913611
8	427	0.4242525628
9	58	0.4060447215
10	263	0.4023014967
11	240	0.3970218360
12	432	0.3867254131
13	20	0.3763364253
14	292	0.3683704481
15	270	0.3643345723
16	202	0.3539766283
17	408	0.3514813174
18	499	0.3486236408
19	278	0.3471854675
20	191	0.3454971953
21	551	0.3425433034
22	43	0.3411335774
23	42	0.3278476995
24	563	0.3217923571
25	528	0.3216049847
26	410	0.3201080112
27	380	0.3189706184
28	87	0.3189702344
29	313	0.3124798227
30	561	0.3112126590
31	288	0.2886613135
32	47	0.2862612363
33	418	0.2796803148
34	399	0.2788386121
35	485	0.2744702659
36	336	0.2717729074
37	414	0.2694887112
38	556	0.2678004998
39	546	0.2668190439
40	245	0.2665097189
41	582	0.2641640125
42	56	0.2579645065
43	155	0.2533882243
44	423	0.2525859167
45	390	0.2492694471
46	111	0.2454344605
47	226	0.2435621140
48	93	0.2428536243
49	564	0.2376110736
50	580	0.2373004349
51	192	0.2346979271
52	566	0.2341974917
53	573	0.2341926019
54	356	0.2309923191
55	194	0.2295986470
56	568	0.2294431351
57	449	0.2291627099
58	465	0.2287849798
59	169	0.2242194488
60	187	0.2239417116
61	544	0.2223460491
62	259	0.2155080083
63	104	0.2138322132
64	362	0.2129149502
65	565	0.2116663200
66	218	0.2112837305
67	264	0.2110493377
68	622	0.2101551435
69	46	0.2100964699
70	609	0.2090135520
71	606	0.2085201193
72	299	0.2069847768
73	470	0.2065491926
74	529	0.2060708344
75	598	0.2057484101
76	143	0.2048789084
77	12	0.1960396812
78	49	0.1952992441
79	151	0.1945851455
80	344	0.1935860353
81	188	0.1919381787
82	430	0.1896110570
83	567	0.1876781886
84	312	0.1812249439
85	474	0.1796871993
86	271	0.1750279609
87	592	0.1741991723
88	18	0.1731155888
89	377	0.1726217922
90	492	0.1697128528
91	235	0.1690529836
92	355	0.1679702447
93	50	0.1677913178
94	239	0.1671248710
95	576	0.1667584102
96	496	0.1656975487
97	599	0.1648856057
98	121	0.1647327384
99	452	0.1643249606
100	532	0.1618526067
101	409	0.1614654031
102	612	0.1605515400
103	54	0.1600403460
104	268	0.1596118658
105	501	0.1590647008
106	597	0.1584063578
107	241	0.1580458086
108	249	0.1570946844
109	478	0.1566574397
110	398	0.1543035312
111	289	0.1542697147
112	248	0.1528217749
113	311	0.1513994585
114	538	0.1507692425
115	620	0.1505156303
116	360	0.1503396666
117	32	0.1490804558
118	388	0.1490546420
119	317	0.1487943263
120	138	0.1477692886
121	72	0.1472766530
122	301	0.1469266678
123	627	0.1468245386
124	469	0.1468124677
125	128	0.1463365467
126	420	0.1462846415
127	426	0.1460050402
128	52	0.1458657867
129	298	0.1453980048
130	286	0.1438562298
131	140	0.1438314813
132	293	0.1422209164
133	522	0.1419371476
134	330	0.1418262158
135	201	0.1415746074
136	504	0.1393918604
137	351	0.1384621939
138	120	0.1377544158
139	8	0.1376362974
140	617	0.1370989848
141	107	0.1360169363
142	459	0.1353175846
143	228	0.1325775082
144	475	0.1312855311
145	181	0.1311493614
146	481	0.1305309295
147	329	0.1298844825
148	412	0.1297246784
149	318	0.1287829363
150	21	0.1283970176
151	547	0.1282129262
152	513	0.1278432435
153	139	0.1278045532
154	527	0.1271128001
155	321	0.1270773358
156	550	0.1268739875
157	548	0.1264933903
158	401	0.1254824001
159	441	0.1245588176
160	431	0.1232510421
161	623	0.1228826262
162	458	0.1226610414
163	537	0.1226481469
164	539	0.1218201952
165	508	0.1216746532
166	429	0.1211774942
167	142	0.1193170085
168	585	0.1187240993
169	487	0.1181887325
170	502	0.1181378278
171	76	0.1175767072
172	154	0.1168690360
173	386	0.1161054149
174	130	0.1156095807
175	5	0.1155037291
176	404	0.1152356489
177	63	0.1146754762
178	363	0.1143643664
179	369	0.1135287375
180	468	0.1133773376
181	394	0.1117248907
182	437	0.1106479666
183	182	0.1103082627
184	2	0.1096359050
185	79	0.1094970153
186	482	0.1088122206
187	82	0.1087433178
188	506	0.1087127956
189	500	0.1084840678
190	453	0.1081639602
191	337	0.1079560484
192	483	0.1077721347
193	352	0.1076865299
194	372	0.1070245653
195	584	0.1068111553
196	91	0.1061513540
197	354	0.1061014489
198	572	0.1033445262
199	71	0.1031943042
200	419	0.1022634196
201	524	0.1022375908
202	261	0.1019709689
203	227	0.1016878007
204	256	0.1014267202
205	411	0.1009575102
206	184	0.1007081782
207	39	0.1002805828
208	338	0.0999010484
209	324	0.0996548337
210	424	0.0985426378
211	375	0.0977294788
212	397	0.0973021696
213	110	0.0970330896
214	405	0.0968494609
215	116	0.0961776626
216	23	0.0942625236
217	141	0.0937454545
218	137	0.0924551772
219	119	0.0924414505
220	610	0.0923427943
221	38	0.0923225207
222	326	0.0923061703
223	350	0.0915053257
224	530	0.0908048900
225	89	0.0905135133
226	183	0.0901166056
227	66	0.0899391584
228	246	0.0899193672
229	514	0.0878013674
230	519	0.0872673224
231	90	0.0872097383
232	193	0.0861777686
233	307	0.0847833385
234	135	0.0837629952
235	180	0.0830911589
236	200	0.0826576002
237	549	0.0824940790
238	115	0.0824539847
239	593	0.0821511736
240	416	0.0819735248
241	387	0.0814411788
242	347	0.0797519978
243	269	0.0797314086
244	242	0.0788834419
245	395	0.0788354920
246	95	0.0785109756
247	230	0.0780382514
248	433	0.0779174862
249	621	0.0778845914
250	490	0.0774800326
251	94	0.0765362247
252	413	0.0759248113
253	472	0.0757796712
254	463	0.0751700865
255	15	0.0747482777
256	445	0.0744160533
257	131	0.0742405488
258	284	0.0733413748
259	260	0.0727227238
260	67	0.0714014766
261	34	0.0710915766
262	179	0.0709353767
263	26	0.0707836799
264	40	0.0703410601
265	297	0.0703273425
